
1,2502.05
11,476.74
21,1005.93
31,1460.46
41,1950.60
51,2463.37
61,2981.89
71,3514.98
81,3824.54
91,4539.33
101,4939.89
111,5124.90
121,5782.35
131,5213.66
141,7112.69
151,6741.76
161,7974.89
171,6607.29
181,8557.88
191,5624.80
